SquareFeet,Bedrooms,Bathrooms,HouseAge,DistanceToCityCenter,GarageSpaces,Neighborhood,Price
1013,2,3.5,20,1.0,1,City Center,9016494.13
1870,1,3.5,1,20.0,1,Suburban,10226836.7
1425,2,3.0,10,1.6,1,City Center,10955090.92
2262,2,3.5,21,16.6,1,Gated Society,12769460.54
1441,2,2.5,9,3.6,0,Suburban,8840215.33
1555,2,3.0,2,27.5,2,Suburban,8617837.19
761,1,1.5,19,5.2,2,City Center,7974051.5
1551,2,4.0,28,17.4,1,Rural / Outskirts,7173416.6
600,2,2.5,9,1.0,2,Suburban,5880326.78
929,5,1.0,27,9.0,2,Suburban,6707952.52
2218,3,2.0,26,15.2,0,Suburban,11274296.4
2232,4,1.5,17,1.0,3,Suburban,13120969.31
2034,2,1.5,13,1.0,2,City Center,13410785.75
1268,2,1.5,17,3.6,1,Gated Society,8916561.14
1774,3,2.5,27,17.6,0,City Center,10853103.99
1798,2,1.0,23,5.1,0,City Center,11520468.62
1163,2,4.0,7,4.9,0,Gated Society,8731461.7
2627,2,3.0,9,1.0,2,City Center,16555925.35
2283,2,1.0,21,1.0,1,Suburban,11874287.86
1678,2,2.5,12,10.8,2,Suburban,9707492.51
1815,2,1.5,20,1.0,2,Suburban,10339322.57
1915,3,2.0,7,6.5,1,Gated Society,12197383.52
677,1,1.5,3,16.0,2,Suburban,5022171.29
1664,2,3.0,26,1.5,0,Suburban,9554364.54
1425,3,3.5,3,7.1,1,Gated Society,10183769.78
1249,2,2.0,4,1.0,1,Suburban,8175333.52
1645,2,1.5,0,6.0,0,Suburban,9623698.54
2789,4,4.0,16,1.2,0,Suburban,15234339.29
2152,2,2.0,1,8.7,2,Suburban,11547993.14
1486,1,3.5,29,2.3,2,Rural / Outskirts,7724601.33
2115,3,1.0,7,4.0,1,Gated Society,12803156.3
2570,2,2.5,6,5.9,2,City Center,15680971.88
2309,3,1.5,14,1.2,2,City Center,14802881.03
1833,3,3.0,25,8.8,1,City Center,12484930.23
1444,2,1.0,24,2.3,0,City Center,9902614.47
2184,3,1.5,4,7.1,2,City Center,13961599.2
2016,3,1.0,1,1.1,1,Suburban,11745757.39
2292,2,3.0,6,7.6,0,Rural / Outskirts,10911356.83
2149,3,1.5,7,1.0,1,Gated Society,13604060.58
2377,2,3.5,27,3.6,2,City Center,14757889.9
1506,3,3.5,6,1.8,1,Suburban,10042147.11
2525,1,3.0,29,9.0,1,Suburban,12614928.35
1909,2,2.0,6,2.0,1,Gated Society,12281040.72
2941,2,3.0,27,13.9,3,Gated Society,16376009.83
1421,3,2.0,13,14.5,0,Rural / Outskirts,6764595.38
2755,1,1.5,20,1.4,1,Suburban,14112039.92
1909,2,2.0,17,6.2,2,Gated Society,11852352.26
1442,2,1.5,5,1.0,0,City Center,10702357.01
1534,3,1.5,3,3.2,3,Suburban,9810761.35
1624,3,4.0,9,8.1,2,City Center,12056522.41
2033,3,2.5,17,7.0,2,Suburban,11389153.65
2088,3,1.5,11,6.4,1,Suburban,11765335.47
1484,4,2.0,15,2.2,1,Suburban,9804783.7
1787,2,2.5,24,3.1,2,City Center,12193053.65
2978,3,2.5,6,1.0,3,City Center,18131453.13
2750,3,1.5,5,8.3,0,City Center,15766989.99
2040,5,3.0,27,4.6,2,City Center,14058617.45
1821,4,3.0,4,8.0,1,City Center,12801788.46
1866,2,3.5,2,1.9,0,City Center,12719931.06
2137,2,2.5,11,2.5,1,City Center,14089225.95
1237,3,1.5,14,2.6,2,Rural / Outskirts,7011048.24
1658,3,4.0,9,1.0,1,Suburban,10636196.92
882,3,3.0,25,2.7,1,City Center,8555433.0
2020,3,4.0,19,10.6,3,Suburban,11559063.03
2156,3,1.5,18,14.8,1,Rural / Outskirts,9583121.53
1534,2,1.5,15,4.7,1,Gated Society,10262053.97
2666,4,2.5,27,4.0,1,Suburban,14489939.89
1126,2,4.0,10,1.0,1,Suburban,8080897.76
995,2,3.5,7,13.7,2,Gated Society,8313836.23
1923,2,2.5,2,1.0,2,Gated Society,12564752.86
2376,3,1.0,22,18.8,1,Gated Society,13123880.98
2726,2,4.0,6,4.4,2,Rural / Outskirts,13775650.8
1548,2,3.0,22,2.7,0,Rural / Outskirts,7583784.27
2393,4,3.0,28,,1,Suburban,12498773.58
1779,2,3.0,6,1.0,1,Suburban,10356844.79
1705,3,2.0,13,5.7,0,Suburban,9901804.15
2286,3,1.5,1,5.2,1,Gated Society,13760164.83
2159,3,2.5,9,1.6,1,City Center,14010916.76
933,3,3.0,18,3.6,0,Rural / Outskirts,5487075.19
2612,2,1.0,25,6.9,1,City Center,14651988.61
2559,3,3.0,8,8.4,1,Suburban,13811434.44
1456,2,3.5,15,1.0,1,Rural / Outskirts,7706389.76
2018,3,1.5,18,18.0,2,City Center,12367270.3
2072,2,4.0,17,1.2,1,Suburban,11843173.53
1943,3,1.5,8,1.7,1,City Center,13130040.77
1497,2,4.0,15,2.0,2,Suburban,9929622.1
1431,2,4.0,12,1.0,2,City Center,11179935.77
1786,2,2.5,9,1.0,1,Suburban,10795709.81
2445,2,2.0,24,27.9,0,Suburban,10961723.97
2099,3,4.0,19,2.5,2,Rural / Outskirts,11195799.63
1596,2,4.0,13,1.0,1,Rural / Outskirts,8831296.65
2224,4,2.5,11,1.0,2,City Center,15051662.58
600,4,3.0,24,8.3,2,Gated Society,6733128.3
2432,3,3.5,18,12.5,1,City Center,14486768.2
843,2,1.0,6,1.9,3,City Center,8382780.23
1601,2,2.5,22,1.0,1,City Center,11718612.37
1184,3,2.0,14,1.6,0,Rural / Outskirts,6433366.12
1088,2,2.5,15,1.0,2,Rural / Outskirts,6235759.84
2438,1,1.5,26,1.0,1,City Center,14176831.09
1543,3,3.0,7,3.7,2,City Center,11943315.23
1991,3,3.0,9,1.7,3,City Center,14039626.62
1774,3,4.0,3,4.7,2,Suburban,10850827.34
2062,2,3.0,18,1.9,1,Suburban,11705517.32
1842,3,3.0,18,18.3,1,City Center,11934197.04
1094,2,3.0,27,15.4,1,Gated Society,8074983.98
2348,2,3.0,20,5.4,1,Suburban,12719942.46
1528,4,1.0,26,2.8,1,Rural / Outskirts,7363933.51
944,2,2.0,14,3.1,2,Gated Society,8401355.32
1565,2,4.0,13,3.5,2,Suburban,10131848.42
2625,1,3.0,0,8.5,0,Gated Society,14514952.9
2268,4,4.0,15,3.9,1,Gated Society,14173236.36
1608,3,2.0,9,12.6,2,Suburban,9646710.52
1608,3,3.5,18,18.7,1,Suburban,8876541.3
1623,3,3.0,29,2.7,1,Rural / Outskirts,8326408.8
2942,2,4.0,21,5.3,2,City Center,17502906.74
2010,2,2.5,2,1.0,2,City Center,13886191.02
2037,2,4.0,4,1.5,1,Suburban,11834878.74
2367,1,3.0,8,3.5,2,Gated Society,14346996.9
1931,3,1.5,17,1.5,0,Gated Society,12028221.15
1658,4,1.0,10,13.6,3,Rural / Outskirts,8773966.98
1692,1,2.5,15,1.1,0,Suburban,9423212.17
1761,2,2.5,1,4.0,0,City Center,12103023.06
1780,2,1.5,11,6.0,2,Suburban,10134663.53
2200,2,3.0,21,7.7,1,Gated Society,12595200.71
1829,4,1.0,5,3.1,2,City Center,13030937.41
2203,2,2.5,10,13.2,2,City Center,13734612.6
1756,2,1.0,26,5.5,2,City Center,11705411.98
1843,3,2.5,7,3.8,3,Suburban,11645787.83
701,2,3.0,11,1.0,1,Rural / Outskirts,4619788.73
2304,3,3.5,28,4.1,2,Gated Society,13949104.64
1991,2,2.5,26,11.2,0,Rural / Outskirts,9062111.97
2349,3,3.5,29,6.2,1,City Center,14381346.02
600,5,2.5,1,11.6,2,Rural / Outskirts,4887674.92
2949,3,2.0,8,4.4,1,Gated Society,16554309.24
1723,2,3.0,14,1.0,1,Suburban,10219747.61
2410,3,1.5,1,1.0,1,Rural / Outskirts,12251466.08
1228,2,3.5,28,2.3,1,Suburban,7827878.45
2137,1,1.5,0,7.8,3,Rural / Outskirts,10758733.92
1221,2,3.0,9,10.2,0,Rural / Outskirts,5857762.04
1457,2,4.0,1,2.3,1,Gated Society,10483569.36
2853,3,1.5,11,4.4,2,Suburban,14701323.98
1695,3,3.0,22,3.6,1,City Center,11767161.29
1920,4,1.5,7,3.4,0,Suburban,11427231.86
2279,3,3.5,4,1.7,1,Suburban,13117143.54
2073,3,2.0,21,1.0,1,Gated Society,12719765.5
1883,1,1.5,27,1.4,0,Gated Society,11198505.23
2001,1,3.5,0,1.0,2,Rural / Outskirts,10695521.99
3122,3,2.5,14,1.4,1,City Center,17957647.39
1768,2,3.0,5,1.0,2,Gated Society,12550276.02
1911,3,1.0,11,6.4,2,Rural / Outskirts,9711939.55
2378,2,4.0,7,2.5,2,Gated Society,14788523.36
2408,1,1.0,12,23.5,0,City Center,13076601.97
2453,2,3.0,18,1.4,1,City Center,15208724.82
2151,2,2.0,26,2.8,0,City Center,13056334.79
1171,1,1.5,0,2.9,2,Suburban,8258953.47
2698,3,2.0,10,1.0,0,Suburban,14215266.08
1170,1,1.0,19,11.9,1,Rural / Outskirts,5493853.2
1966,3,4.0,0,1.0,1,Suburban,11936711.77
1385,2,3.5,29,18.3,1,Suburban,7535092.03
1765,2,4.0,7,14.5,1,Suburban,10373835.63
1981,2,3.0,4,5.0,1,Gated Society,12527693.21
1977,3,3.0,16,5.1,0,Rural / Outskirts,9754760.7
2032,2,2.0,29,,0,Gated Society,11727951.1
2688,3,3.5,7,3.2,1,Suburban,15157918.68
2049,2,2.0,24,6.8,2,Suburban,11554177.01
1666,3,1.5,9,1.0,1,Rural / Outskirts,9045280.87
2330,2,2.5,1,1.0,1,Suburban,13522652.06
2454,3,3.5,8,4.0,1,City Center,15370776.19
1125,3,2.5,23,5.2,1,City Center,9501059.12
2129,4,4.0,22,14.2,2,City Center,13910448.13
2186,2,1.5,2,1.0,0,Gated Society,12833764.21
1636,1,2.5,17,11.2,2,City Center,11164557.45
2557,1,1.0,6,1.5,2,City Center,15366551.23
1717,3,4.0,14,3.3,2,Suburban,11067930.15
1869,3,2.5,20,2.5,0,Suburban,10501196.06
1705,3,1.5,21,3.3,1,Suburban,9806159.45
1809,2,2.5,19,1.1,2,Gated Society,12145252.39
1197,2,3.0,17,4.6,0,City Center,9428618.28
1008,1,2.0,24,10.5,2,City Center,8447417.98
2677,4,1.0,2,3.8,2,Suburban,14846784.7
1334,3,3.0,27,4.4,2,Suburban,8735598.86
1255,4,3.0,29,12.3,0,Suburban,7552571.47
616,2,1.5,22,8.0,2,City Center,7023597.81
1449,3,2.0,13,4.4,2,Rural / Outskirts,7944131.47
1072,3,2.0,23,1.9,2,Gated Society,8657215.38
2703,2,3.5,1,14.1,0,City Center,15666334.22
2355,3,4.0,13,5.6,0,City Center,14998809.54
1422,4,1.0,21,1.6,1,Rural / Outskirts,7748881.66
3039,4,4.0,10,2.0,0,Gated Society,17592119.33
2340,3,1.5,15,10.6,1,Suburban,12285264.13
1621,2,1.0,7,1.0,2,Gated Society,10730397.77
600,2,3.5,6,30.0,1,Gated Society,5198142.87
3060,4,2.5,10,1.0,2,Gated Society,17774979.0
1036,1,3.0,2,10.3,0,Suburban,6426388.78
895,3,1.0,16,3.3,0,Suburban,6161115.64
2362,3,4.0,13,4.4,0,City Center,14761500.18
3142,3,3.0,5,13.8,1,Rural / Outskirts,14571926.43
2561,5,1.5,7,3.5,2,Suburban,14788390.57
2110,2,4.0,21,5.0,0,City Center,13335463.91
2127,2,2.5,4,1.0,1,Rural / Outskirts,10958640.63
2269,1,1.5,26,1.0,1,Rural / Outskirts,10502310.09
2217,2,2.5,27,1.8,2,Rural / Outskirts,11123234.39
1955,2,2.5,7,7.4,0,Rural / Outskirts,9583776.33
1857,2,3.0,1,1.0,1,Rural / Outskirts,9705927.14
1766,3,1.5,14,1.0,0,City Center,12427293.31
1385,4,1.5,11,3.4,1,Gated Society,10126185.97
1646,2,1.0,16,6.8,1,Gated Society,10453200.12
869,2,4.0,0,8.1,2,City Center,8992164.83
1746,4,1.5,14,1.3,1,City Center,12561605.66
1256,1,1.0,13,1.0,1,Rural / Outskirts,6557512.38
1193,1,2.0,19,18.3,1,Suburban,6409878.8
1899,2,2.0,21,2.0,0,Rural / Outskirts,9192020.35
2566,3,2.0,15,12.5,1,City Center,15224306.2
2305,2,3.5,28,12.9,3,City Center,14235584.97
936,4,1.5,8,9.6,2,Suburban,7063046.17
1256,2,3.5,0,1.2,2,City Center,10693741.7
2317,3,4.0,27,11.2,2,Gated Society,13877863.21
1260,2,1.5,16,9.5,0,Suburban,7168615.49
1676,3,1.0,28,5.9,1,City Center,11321518.54
2103,3,3.5,12,2.7,0,City Center,13781860.78
1267,3,3.5,20,2.0,1,Suburban,8261251.06
1858,3,4.0,25,1.0,0,City Center,12500581.07
1066,3,3.5,20,4.6,1,Gated Society,8787059.65
1469,4,2.5,4,5.7,2,Suburban,9723922.74
1976,3,1.0,9,2.9,2,City Center,13271184.37
924,3,2.0,5,4.2,2,Suburban,7112289.47
2042,1,1.0,23,2.9,2,City Center,12709497.93
1789,1,2.5,18,6.7,0,City Center,11744979.97
2104,2,4.0,24,15.0,0,City Center,12502210.96
1923,3,4.0,12,1.2,2,Rural / Outskirts,10781722.58
2550,2,1.5,0,3.1,1,Rural / Outskirts,12299968.38
1869,2,1.0,19,1.0,1,Gated Society,11489124.19
1564,4,4.0,24,6.4,1,Suburban,9827888.24
1867,4,3.5,14,8.5,1,Suburban,11055447.34
2099,4,4.0,13,17.5,1,Suburban,11601750.01
1827,2,4.0,7,2.1,1,Gated Society,12213479.05
1822,3,4.0,9,19.5,1,Rural / Outskirts,8908595.68
1414,2,4.0,8,1.0,2,City Center,11388992.4
1435,2,2.0,16,6.0,1,City Center,10623421.39
1029,2,2.0,8,1.0,1,Gated Society,8240344.19
2762,2,1.5,2,14.6,0,Gated Society,14658760.33
1116,2,4.0,10,4.9,1,Gated Society,8825821.27
1419,3,1.0,11,7.2,2,Gated Society,9861371.4
1405,1,2.5,9,11.6,2,Rural / Outskirts,7080466.79
2292,3,1.5,24,1.1,2,Suburban,12748875.52
1638,3,1.0,16,1.0,1,Rural / Outskirts,8099344.51
2486,2,4.0,16,13.7,1,Rural / Outskirts,11520370.45
1430,3,3.0,24,2.5,1,Gated Society,10122600.56
1953,2,4.0,10,1.0,1,Suburban,11446145.93
1341,3,2.0,29,4.1,1,City Center,9897384.17
2980,2,2.5,21,5.9,1,Suburban,14973102.24
1147,2,3.5,3,1.0,1,Suburban,8012397.88
1970,1,2.5,6,2.1,2,Rural / Outskirts,9966312.12
2149,3,3.5,20,1.0,0,City Center,13601267.05
2028,4,2.5,25,3.5,2,Suburban,11766139.3
1698,2,2.0,13,14.7,0,Gated Society,10067673.95
1729,3,3.5,6,26.4,0,City Center,11010553.41
1824,3,1.0,23,6.6,3,Suburban,10625942.69
1719,4,3.5,7,1.1,3,Suburban,11477247.69
2330,3,1.5,0,15.4,0,Suburban,12201811.14
3016,3,1.0,23,4.7,1,City Center,17017762.05
1493,3,1.5,21,1.1,0,Rural / Outskirts,7679499.27
1047,4,4.0,3,16.6,1,Suburban,7690897.68
1751,2,2.5,28,9.2,2,Rural / Outskirts,8531476.75
3219,2,1.0,29,8.6,3,Suburban,15935056.39
1358,1,2.5,11,8.0,1,Suburban,8146185.18
2702,3,4.0,23,1.5,1,City Center,16535535.05
2723,3,3.0,2,1.5,1,City Center,17030323.74
1496,1,2.5,12,7.6,1,Suburban,8794083.9
2113,3,4.0,19,1.6,2,City Center,14483648.9
2696,2,2.5,5,3.8,2,Suburban,14562124.67
1591,1,4.0,10,9.9,1,Suburban,9299120.79
1688,5,1.5,22,10.0,1,Suburban,9983654.73
1480,2,4.0,3,3.9,1,City Center,11188171.71
1242,1,3.5,19,10.2,0,Gated Society,8609804.88
1443,3,3.0,15,11.9,2,Rural / Outskirts,7365627.7
1127,3,2.5,6,6.9,1,City Center,9800093.6
1819,1,4.0,21,1.7,1,City Center,12352359.3
1377,3,4.0,28,2.1,1,Rural / Outskirts,7520728.12
1929,3,2.5,10,2.5,2,City Center,13514714.23
944,1,3.0,23,1.0,0,Rural / Outskirts,5069142.48
1982,2,3.0,0,2.1,2,City Center,13513496.02
2258,3,4.0,25,1.5,2,Rural / Outskirts,11876002.73
703,2,1.0,28,3.9,2,Suburban,5415084.85
2006,4,1.5,26,15.5,1,Rural / Outskirts,9737351.81
2475,3,3.0,6,1.0,1,Suburban,13990158.79
1135,5,3.0,11,8.3,1,Gated Society,9417391.52
2720,2,2.0,6,7.6,1,City Center,15859792.93
2030,4,3.5,26,1.0,0,City Center,13509048.88
1412,2,3.0,22,16.6,1,Gated Society,9150369.53
1769,2,1.5,6,5.5,1,Suburban,10379077.43
2107,1,3.5,9,2.9,2,Rural / Outskirts,10892698.77
1842,1,3.5,29,9.2,0,Suburban,9653667.93
2096,3,2.5,15,1.9,1,Rural / Outskirts,10937154.41
1294,2,2.5,25,7.7,2,Suburban,7648387.4
1893,2,2.5,7,1.0,2,Rural / Outskirts,10074901.73
1022,3,2.5,8,11.9,2,Rural / Outskirts,6187917.35
1739,2,2.0,8,3.9,2,Suburban,10471838.8
1303,3,3.0,1,6.6,2,Rural / Outskirts,7437694.56
1395,2,2.5,12,1.6,1,Gated Society,10257099.76
2480,3,4.0,12,7.3,1,City Center,15607542.74
2400,3,1.0,22,9.6,0,Suburban,12159742.15
2135,3,2.5,22,4.2,0,City Center,13467904.44
1199,2,3.0,3,6.3,1,Gated Society,9572166.37
1626,2,2.5,24,4.0,0,City Center,11111213.16
2467,3,2.0,23,14.6,1,City Center,14368854.46
1878,2,1.5,11,4.5,0,Suburban,10122051.87
3076,2,1.5,16,12.0,0,Suburban,14913555.25
2016,1,3.0,1,10.5,2,Rural / Outskirts,10135222.01
1906,2,4.0,12,3.4,0,Rural / Outskirts,9584372.8
1630,3,1.5,28,1.7,2,Suburban,9656099.87
1873,3,1.5,17,3.4,0,City Center,12565010.19
1716,2,1.0,27,11.4,2,Gated Society,10306465.22
2189,2,3.0,27,1.7,2,Suburban,12500800.17
2326,3,4.0,26,4.8,2,Suburban,12870983.91
1368,3,3.0,14,10.7,2,Suburban,8509006.36
1068,2,1.5,7,2.8,0,Suburban,6840533.99
790,2,1.5,14,6.7,3,Suburban,6061750.25
2079,2,1.5,0,1.8,2,Gated Society,13160212.7
1193,4,3.5,19,1.0,2,Suburban,8683328.95
616,1,2.0,9,10.3,2,Rural / Outskirts,3917135.17
2014,4,2.5,11,1.0,1,Suburban,12120573.47
3171,3,2.0,4,2.1,2,City Center,18684468.01
1797,3,3.0,8,12.6,1,Rural / Outskirts,9577009.19
2261,1,1.0,22,2.8,1,Suburban,11595583.01
1845,3,2.5,7,23.5,0,City Center,11483867.06
1746,2,1.0,15,25.3,2,Suburban,8661764.77
2305,2,4.0,13,2.0,0,Suburban,12590502.74
1640,3,3.5,26,1.0,1,Gated Society,11244532.12
1947,5,3.0,24,7.9,1,Suburban,11141740.24
1977,3,3.5,12,3.9,2,Gated Society,12915135.54
1433,3,3.0,22,1.0,1,City Center,11078461.93
2346,1,1.0,20,8.0,1,Suburban,11658729.61
1704,2,1.0,12,,0,Rural / Outskirts,8185651.35
1384,1,1.0,4,13.3,2,Gated Society,9364083.94
2095,3,3.0,15,1.0,3,City Center,14223219.51
1306,4,1.5,25,1.0,2,Suburban,8554373.97
1815,3,1.0,10,1.3,1,Suburban,10643428.28
1795,1,3.5,21,21.0,2,Gated Society,10754308.67
2397,2,4.0,4,7.7,1,Gated Society,14380894.31
2061,3,2.5,12,10.5,1,Gated Society,12524400.29
1786,2,3.0,27,3.3,1,Suburban,10060730.05
2250,3,3.5,10,2.7,1,Gated Society,14193379.54
2565,3,2.0,24,1.7,2,Suburban,14016120.26
2107,3,4.0,18,4.3,1,City Center,13945872.87
1806,2,2.0,2,5.2,1,Suburban,10415228.63
1078,2,2.5,14,6.5,1,Rural / Outskirts,5868448.99
1214,1,1.5,6,1.9,0,Gated Society,8551404.46
1632,2,1.0,6,19.3,1,Suburban,8663868.38
1465,2,3.0,5,1.2,1,Suburban,9278883.4
1697,3,3.5,2,21.9,0,Rural / Outskirts,8040747.93
1831,3,1.0,29,1.0,2,Suburban,10445536.83
2091,1,3.5,12,4.3,2,Suburban,11856011.34
1761,2,3.0,6,2.6,2,Rural / Outskirts,9608512.97
2068,2,2.0,4,3.9,1,Rural / Outskirts,10224751.15
1835,2,1.0,22,5.5,2,Suburban,10054361.66
713,3,2.5,17,3.7,2,Suburban,6345191.91
1283,1,1.5,21,3.5,2,Suburban,7887356.59
1721,2,2.5,29,8.6,1,City Center,11251187.51
1135,2,1.5,7,7.5,1,Rural / Outskirts,6268099.34
2130,4,4.0,16,11.6,3,Suburban,12424293.83
2642,3,3.5,19,1.9,1,Rural / Outskirts,12645171.46
2470,2,1.0,26,6.1,1,City Center,14269067.31
1683,3,1.0,0,5.7,1,Suburban,10326408.13
2620,3,4.0,13,3.0,0,City Center,15965813.33
1882,4,1.5,16,4.3,3,Gated Society,12543120.93
1615,2,2.0,9,2.4,1,Suburban,9667788.56
1463,4,3.0,11,1.0,1,Suburban,9919591.36
1634,4,2.5,15,1.6,2,City Center,12379878.0
1587,4,4.0,13,1.0,1,City Center,12400842.56
1894,3,3.5,29,7.5,0,City Center,12250232.08
1888,3,4.0,26,7.0,1,Suburban,10900458.01
1802,2,2.5,15,19.6,2,Suburban,9742847.3
2040,3,2.5,7,8.5,1,Suburban,11424861.48
2455,3,3.5,22,1.0,2,Suburban,13798456.56
2322,3,3.5,27,14.0,1,Suburban,12020748.22
983,2,1.0,9,12.9,1,Suburban,6003026.1
600,3,2.5,28,3.8,0,City Center,6891420.2
2314,3,3.0,16,5.7,1,City Center,14361212.62
1048,2,3.0,26,24.3,2,Gated Society,7440637.32
1676,3,1.5,29,4.9,2,Suburban,9744951.66
1156,3,4.0,28,15.3,1,City Center,9373892.55
809,3,3.5,17,1.0,1,City Center,8539357.32
2098,2,1.0,19,1.4,2,Rural / Outskirts,10292995.1
2218,2,3.0,15,3.8,1,Gated Society,13102067.31
1483,4,2.0,16,5.7,0,Gated Society,10024363.2
600,2,1.0,15,11.0,3,Suburban,4812829.9
1500,3,1.0,18,28.9,1,Suburban,7788448.89
2015,3,3.0,23,3.2,3,Rural / Outskirts,10538280.22
987,3,2.0,23,1.0,1,Gated Society,8483274.36
1901,2,1.5,7,10.5,2,Suburban,10140190.0
1792,3,3.0,5,6.0,1,Gated Society,12205053.39
2119,2,2.0,5,1.4,1,Gated Society,13110555.88
1866,1,1.0,20,4.4,1,Suburban,9996372.53
1265,2,2.0,28,8.8,1,Suburban,7231670.31
2458,1,1.0,8,9.6,0,City Center,14144512.19
1713,5,4.0,3,4.5,1,City Center,13033795.45
1785,4,3.0,25,2.4,0,Gated Society,11440088.24
1287,2,3.5,11,23.7,2,Suburban,7372520.06
1556,3,3.0,27,7.1,1,Gated Society,10170136.92
1313,2,4.0,11,3.4,0,Rural / Outskirts,7174043.13
1705,3,2.5,22,2.1,0,City Center,11647086.31
2741,3,2.5,16,8.5,0,Suburban,13697483.12
1045,4,2.5,14,1.8,1,Gated Society,9048473.91
913,2,3.0,8,1.2,0,Gated Society,7541508.69
2609,3,1.5,6,4.9,2,Gated Society,15615532.98
1685,2,3.0,9,2.2,0,Suburban,10255553.9
1432,5,4.0,15,6.4,1,Suburban,9416163.74
2372,1,4.0,11,1.0,2,Suburban,13424841.11
1467,3,3.5,24,6.9,2,Rural / Outskirts,7996737.64
2804,3,2.0,6,2.2,0,Suburban,14643793.04
2173,3,3.0,17,1.0,2,Rural / Outskirts,11205992.96
1532,2,3.0,14,1.0,1,Suburban,9579206.1
2987,4,1.0,5,17.6,2,Rural / Outskirts,13940208.86
1467,2,4.0,25,13.1,1,Gated Society,9193942.35
2208,3,1.0,11,1.7,2,Suburban,12841242.59
1965,2,1.0,10,9.8,3,Suburban,11101971.35
2516,2,3.0,19,6.1,1,Suburban,13194338.06
2659,3,1.5,2,23.0,1,Suburban,13099483.82
1818,2,2.0,1,3.0,1,City Center,12524587.11
1386,2,2.0,5,7.4,0,City Center,10392653.71
2053,2,4.0,23,1.0,0,Suburban,11428691.32
1427,2,3.5,21,3.3,0,Gated Society,9847467.43
2907,3,4.0,24,21.6,1,Suburban,14088549.29
1875,4,1.5,29,5.0,1,City Center,12419066.55
1599,1,1.5,4,2.2,1,Rural / Outskirts,8085989.27
1902,2,2.0,17,1.0,0,Suburban,10644781.94
1059,1,2.5,15,7.9,1,Rural / Outskirts,5358453.08
1266,1,1.0,7,6.7,2,Gated Society,9191716.38
2460,3,1.0,24,3.0,1,City Center,14613016.42
1439,3,2.0,29,19.6,1,Suburban,7800316.54
1224,2,4.0,25,1.0,2,Suburban,8338229.32
2095,2,1.5,19,2.4,2,City Center,13246205.24
2452,1,4.0,21,16.5,1,City Center,14140312.53
2195,3,3.5,10,2.5,2,City Center,14636631.19
2348,5,2.5,9,1.9,1,Suburban,13863579.45
1384,2,2.0,23,5.0,2,Suburban,8417953.91
1018,2,1.0,24,11.3,1,Suburban,6219256.7
2626,4,3.0,11,1.0,1,City Center,16300612.44
1623,4,4.0,20,18.6,0,Gated Society,10416182.4
1662,2,1.5,27,10.3,2,Suburban,9115191.66
2531,1,3.0,5,1.3,1,Suburban,13448970.23
2106,1,3.5,26,8.1,1,City Center,13467800.6
2051,3,2.0,19,3.2,1,City Center,13316579.17
2991,2,4.0,4,3.3,2,Suburban,16074549.19
1446,1,1.0,22,9.9,2,City Center,10137058.82
2310,3,4.0,8,21.4,1,Suburban,12030683.2
1831,1,2.5,25,1.0,1,Suburban,10207789.01
1948,3,3.0,26,3.5,1,Suburban,11148957.67
2641,2,2.5,28,4.3,1,City Center,15483746.08
2079,1,3.5,15,3.1,2,Suburban,12124641.08
2096,3,1.0,21,2.9,0,Suburban,11066931.57
2390,2,3.0,13,1.0,1,Rural / Outskirts,12063768.11
1599,5,3.5,21,7.5,1,Gated Society,11356285.27
1338,3,2.5,7,3.7,1,Suburban,8975800.93
1225,2,2.5,26,1.4,1,Suburban,7857422.19
719,3,3.0,19,11.0,1,Suburban,5974889.92
2931,2,1.0,18,10.5,0,Rural / Outskirts,12759085.97
1193,4,2.5,13,4.3,1,City Center,10277599.64
1678,2,2.0,6,2.3,1,Rural / Outskirts,8934085.13
1648,3,3.5,4,6.6,0,Gated Society,11050008.31
1969,1,3.0,17,2.2,0,Gated Society,12044878.6
2249,2,1.5,1,1.7,2,City Center,14596945.11
2273,3,1.5,10,8.5,1,Suburban,12006820.95
1479,3,1.0,21,1.0,1,Suburban,8713513.88
1708,2,2.0,7,1.0,2,City Center,12308252.43
1955,2,2.5,0,1.0,2,Suburban,11884359.32
1663,3,1.5,26,1.1,1,Rural / Outskirts,8047885.48
2684,4,1.0,21,1.0,1,Suburban,14321881.01
2070,1,3.5,11,30.0,1,Suburban,10192627.88
2204,2,2.0,1,2.2,1,City Center,13993769.02
2165,2,2.0,17,1.1,1,Gated Society,12954386.01
2445,4,4.0,6,1.8,2,Gated Society,15661026.05
1900,1,1.0,25,17.9,2,Suburban,9628236.83
1087,2,1.0,16,4.8,0,Suburban,7018137.68
2020,3,4.0,21,2.9,0,Suburban,11326958.66
1442,1,2.5,29,13.4,1,Suburban,7584596.17
1509,3,1.0,22,3.3,1,City Center,11149783.38
2123,2,4.0,13,2.7,0,Rural / Outskirts,10366210.46
2481,2,2.5,23,1.5,2,Suburban,13473011.39
1812,2,2.5,6,3.1,1,Suburban,11000860.67
1970,3,3.0,21,2.5,2,Suburban,11699987.56
2736,2,2.0,24,7.4,2,Gated Society,15357188.64
1932,3,3.5,28,2.2,2,City Center,13487451.9
3231,3,2.0,2,5.6,1,Suburban,16772676.16
2111,3,2.0,26,1.0,1,Gated Society,13041052.67
